GCA	Assembly_UID	Assembly_search_term	Assembly_accession	BioSample	BioSample_refetched	BioSample_UID	geo_location	isolation_source	host	disease	host_health_state	collection_date	strain	sample_name	submitter_id	organism	biosample_title	all_biosample_attributes	error	GCA_clean	Bacterial accession	Phylogroup
GCA_002522335.1	1312411	GCA_002522335.1[Assembly Accession]	GCF_002522335.1	SAMN04992569	SAMN04992569	4992569	USA	intestine	Homo sapiens	Unknown	Unknown	10/02/1994	MOD1-EC6738	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1994-02-10; collection_date=1994-02-10; food product origin geographic location=Zambia; food_origin=Zambia; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN050446,5; isolate_name_alias=CFSAN050446,5; isolation source=intestine; isolation_source=intestine; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=intestine:uberon_0000160; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6738		GCA_002522335.1	GCA_002522335.1	A
GCA_002468575.1	1283411	GCA_002468575.1[Assembly Accession]	GCF_002468575.1	SAMN04992561	SAMN04992561	4992561	USA	feces	Homo sapiens	Unknown	Unknown	06/12/1993	MOD1-EC6730	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1993-12-06; collection_date=1993-12-06; food product origin geographic location=Canada; food_origin=Canada; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN050438,KR41; isolate_name_alias=CFSAN050438,KR41; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6730		GCA_002468575.1	GCA_002468575.1	A
GCA_001893085.1	907021	GCA_001893085.1[Assembly Accession]	GCF_001893085.1	SAMN05928935	SAMN05928935	5928935	China: Shandong	commercial chicken farm	fly	Unknown	Unknown	2015-05	638	Unknown	638	Escherichia coli	Microbe sample from Escherichia coli	collected by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collected_by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collection date=2015-05; collection_date=2015-05; geo_loc_name=China: Shandong; geographic location=China: Shandong; host=fly; isolation source=commercial chicken farm; isolation_source=commercial chicken farm; sample type=fly; sample_type=fly; strain=638		GCA_001893085.1	GCA_001893085.1	A
GCA_002941745.1	1583001	GCA_002941745.1[Assembly Accession]	GCF_002941745.1	SAMN08534263	SAMN08534263	8534263	China: Anhui	Unknown	chicken	Unknown	Unknown	2016	YH17136	Unknown	YH17136	Escherichia coli	Microbe sample from Escherichia coli	collection date=2016; collection_date=2016; geo_loc_name=China: Anhui; geographic location=China: Anhui; host=chicken; isolation source=Unknown; isolation_source=Unknown; sample type=pure culture; sample_type=pure culture; strain=YH17136		GCA_002941745.1	GCA_002941745.1	A
GCA_001268685.1	473311	GCA_001268685.1[Assembly Accession]	GCF_001268685.1	SAMEA3498478	SAMEA3498478	3963452	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	YS river water	E. coli 08-4349	E. coli 08-4349	Escherichia coli	E. coli 08-4349 from YS river water	ena-checklist=ERC000011; ena-first-public=2015-08-05T17:01:46Z; ena-last-update=2018-03-09T13:26:59Z; external id=SAMEA3498478; insdc center name=Laboratory of Evolutionary Bioinformatics, SNU; insdc first public=2015-08-05T17:01:46Z; insdc last update=2018-03-09T13:26:59Z; insdc status=public; isolate=YS river water; sample name=E. coli 08-4349; sample_name=E. coli 08-4349; scientific_name=Escherichia coli; submitter id=E. coli 08-4349		GCA_001268685.1	GCA_001268685.1	A
GCA_001268505.1	473221	GCA_001268505.1[Assembly Accession]	GCF_001268505.1	SAMEA3498475	SAMEA3498475	3963449	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	YS river water	E. coli 08-2357	E. coli 08-2357	Escherichia coli	E. coli 08-2357 from YS river water	ena-checklist=ERC000011; ena-first-public=2015-08-05T17:01:46Z; ena-last-update=2018-03-09T13:26:59Z; external id=SAMEA3498475; insdc center name=Laboratory of Evolutionary Bioinformatics, SNU; insdc first public=2015-08-05T17:01:46Z; insdc last update=2018-03-09T13:26:59Z; insdc status=public; isolate=YS river water; sample name=E. coli 08-2357; sample_name=E. coli 08-2357; scientific_name=Escherichia coli; submitter id=E. coli 08-2357		GCA_001268505.1	GCA_001268505.1	A
GCA_003255415.1	1767511	GCA_003255415.1[Assembly Accession]	GCF_003255415.1	SAMN09097262	SAMN09097262	9097262	Czech Republic	stool	Homo sapiens	HUS	Unknown	2010	10-085	Unknown	10-085	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=National Reference Laboratory for E. coli and Shigella, National Institute of Public Health, Prague, Czech Republic; collected_by=National Reference Laboratory for E. coli and Shigella, National Institute of Public Health, Prague, Czech Republic; collection date=2010; collection_date=2010; geo_loc_name=Czech Republic; geographic location=Czech Republic; host=Homo sapiens; host disease=HUS; host_disease=HUS; isolation source=stool; isolation_source=stool; lat_lon=Unknown; latitude and longitude=Unknown; serotype=O26; strain=10-085		GCA_003255415.1	GCA_003255415.1	C
GCA_000753215.1	209981	GCA_000753215.1[Assembly Accession]	GCF_000753215.1	SAMEA2593919	SAMEA2593919	3090426	Norway	Human faeces	Homo sapiens	Unknown	Bloody diarrhoea	06/05/2009	FHI36	FHI36	FHI36	Escherichia coli	Non-O157 STEC	collection date=2009-05-06; collection_date=2009-05-06; ena first public=2014-09-30; ena last update=2016-10-21; ena-checklist=ERC000028; external id=SAMEA2593919; geo_loc_name=Norway; geographic location=Norway; geographic location (country and/or sea)=Norway; host=Homo sapiens; host health state=Bloody diarrhoea; host scientific name=Homo sapiens; host_health_state=Bloody diarrhoea; insdc center alias=NTNU; insdc center name=NTNU; insdc first public=2014-09-30T17:11:52Z; insdc last update=2016-10-21T09:45:02Z; insdc status=public; isolation source=Human faeces; isolation_source=Human faeces; sample name=FHI36; sample_name=FHI36; serovar=26; strain=FHI36; submitter id=FHI36		GCA_000753215.1	GCA_000753215.1	C
GCA_000965665.1	318241	GCA_000965665.1[Assembly Accession]	GCF_000965665.1	SAMN03340674	SAMN03340674	3340674	Norway	stool	Homo sapiens	Diarrhea	Unknown	2013	St. Olav174	Unknown	STEC_St. Olav174	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=St. Olavs Hospital; collected_by=St. Olavs Hospital; collection date=2013; collection_date=2013; geo_loc_name=Norway; geographic location=Norway; host=Homo sapiens; host disease=Diarrhea; host_disease=Diarrhea; isolation source=stool; isolation_source=stool; lat_lon=63.43 N 10.40 E; latitude and longitude=63.43 N 10.40 E; serotype=O26; strain=St. Olav174		GCA_000965665.1	GCA_000965665.1	C
GCA_000703425.1	184871	GCA_000703425.1[Assembly Accession]	GCF_000703425.1	SAMN02680179	SAMN02680179	2680179	Tanzania	stool	Homo sapiens	Unknown	Unknown	24-Jan-09	2-177-06_S1_C1	Unknown	PCOLI_2-177-06S1C1	Escherichia coli 2-177-06_S1_C1	Escherichia coli 2-177-06 S1 C1	collection date=24-Jan-2009; collection-date=24-Jan-2009; collection_date=24-Jan-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=2-177-06_S1_C1		GCA_000703425.1	GCA_000703425.1	B1
GCA_000687085.1	176551	GCA_000687085.1[Assembly Accession]	GCF_000687085.1	SAMN02680211	SAMN02680211	2680211	Tanzania	stool	Homo sapiens	Unknown	Unknown	23-Jan-09	2-052-05_S1_C1	Unknown	PCOLI_2-052-05S1C1	Escherichia coli 2-052-05_S1_C1	Escherichia coli 2-052-05 S1 C1	collection date=23-Jan-2009; collection-date=23-Jan-2009; collection_date=23-Jan-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=2-052-05_S1_C1		GCA_000687085.1	GCA_000687085.1	B1
GCA_000627835.1	144441	GCA_000627835.1[Assembly Accession]	GCF_000627835.1	SAMN02680248	SAMN02680248	2680248	Tanzania	stool	Homo sapiens	Unknown	Unknown	23-Jan-09	2-005-03_S1_C1	Unknown	PCOLI_2-005-03S1C1	Escherichia coli 2-005-03_S1_C1	Escherichia coli 2-005-03 S1 C1	collection date=23-Jan-2009; collection-date=23-Jan-2009; collection_date=23-Jan-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=2-005-03_S1_C1		GCA_000627835.1	GCA_000627835.1	B1
GCA_002190095.1	1130811	GCA_002190095.1[Assembly Accession]	GCA_002190095.1	SAMN05017800	SAMN05017800	5017800	Sweden	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ECOR72	Unknown	ECOR72	Escherichia coli	Microbe sample from Escherichia coli	collection date=Unknown; collection_date=Unknown; geo_loc_name=Sweden; geographic location=Sweden; host=Homo sapiens; nat-host=Homo sapiens; sample type=whole organism; sample_type=whole organism; strain=ECOR72		GCA_002190095.1	GCA_002190095.1	B1
GCA_002230265.1	1159341	GCA_002230265.1[Assembly Accession]	GCF_002230265.1	SAMN05440338	SAMN05440338	5440338	USA	water	Unknown	Unknown	Unknown	19/10/1993	MOD1-EC5481	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1993-10-19; collection_date=1993-10-19; food product origin geographic location=USA:NY; food_origin=USA:NY; geo_loc_name=USA; geographic location=USA; ifsac+ category=environmental-water; ifsac_category=environmental-water; interagency food safety analytics collaboration (ifsac) category=environmental-water; isolate name alias=CFSAN049727,6494-6; isolate_name_alias=CFSAN049727,6494-6; isolation source=water; isolation_source=water; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=water:chebi_15377; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=environmental; source_type=environmental; strain=MOD1-EC5481		GCA_002230265.1	GCA_002230265.1	B1
GCA_900195345.1	1207911	GCA_900195345.1[Assembly Accession]	GCF_900195345.1	SAMEA104140457	SAMEA104140457	7613968	Australia	Pig rectal swab	Sus scrofa	Unknown	Unknown	2007	F1_22A	F1_22A	F1_22A	Escherichia coli	Ausgem porcine Escherichia coli genomes	collection date=2007; collection_date=2007; ena first public=2017-09-06; ena last update=2017-06-26; ena-checklist=ERC000011; external id=SAMEA104140457; geo_loc_name=Australia; geographic location=Australia; geographic location (country and/or sea)=Australia; host=Sus scrofa; host scientific name=Sus scrofa; insdc center alias=Ausgem; insdc center name=Ausgem; insdc first public=2017-09-06T17:02:16Z; insdc last update=2017-06-26T06:28:14Z; insdc status=public; isolation source=Pig rectal swab; isolation_source=Pig rectal swab; sample name=F1_22A; sample_name=F1_22A; submitter id=F1_22A		GCA_900195345.1	GCA_900195345.1	B1
GCA_002917485.1	1554791	GCA_002917485.1[Assembly Accession]	GCF_002917485.1	SAMN07586037	SAMN07586037	7586037	Ecuador: Quito	Unknown	Homo sapiens	Unknown	Unknown	22/07/2014	145	Unknown	145-ecoli-uio-lsalinast	Escherichia coli	Microbe sample from Escherichia coli	collected by=Karla Vasco; collected_by=Karla Vasco; collection date=2014-07-22; collection_date=2014-07-22; geo_loc_name=Ecuador: Quito; geographic location=Ecuador: Quito; host=Homo sapiens; sample type=whole organism; sample_type=whole organism; strain=145		GCA_002917485.1	GCA_002917485.1	B1
GCA_002228995.1	1158701	GCA_002228995.1[Assembly Accession]	GCF_002228995.1	SAMN05440398	SAMN05440398	5440398	USA	chicken feces	Gallus gallus	Unknown	Unknown	26/06/1978	MOD1-EC5524	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1978-06-26; collection_date=1978-06-26; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Gallus gallus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| chicken; ifsac_category=veterinary clinical/research| chicken; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| chicken; isolate name alias=CFSAN049770,FC-B-151-1-M-1; isolate_name_alias=CFSAN049770,FC-B-151-1-M-1; isolation source=chicken feces; isolation_source=chicken feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:FOODON_03411457| feces:UBERON_0001988| gallus gallus:NCBITAXON_9031; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5524		GCA_002228995.1	GCA_002228995.1	B1
GCA_002228375.1	1158401	GCA_002228375.1[Assembly Accession]	GCF_002228375.1	SAMN05440367	SAMN05440367	5440367	USA	chicken feces	Gallus gallus	Unknown	Unknown	24/04/1979	MOD1-EC5572	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1979-04-24; collection_date=1979-04-24; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Gallus gallus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| chicken; ifsac_category=veterinary clinical/research| chicken; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| chicken; isolate name alias=CFSAN049818,C-B-10-2-2-M-4; isolate_name_alias=CFSAN049818,C-B-10-2-2-M-4; isolation source=chicken feces; isolation_source=chicken feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:FOODON_03411457| feces:UBERON_0001988| gallus gallus:NCBITAXON_9031; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5572		GCA_002228375.1	GCA_002228375.1	B1
GCA_002228305.1	1158351	GCA_002228305.1[Assembly Accession]	GCF_002228305.1	SAMN05440368	SAMN05440368	5440368	USA	chicken feces	Gallus gallus	Unknown	Unknown	24/04/1979	MOD1-EC5571	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1979-04-24; collection_date=1979-04-24; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Gallus gallus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| chicken; ifsac_category=veterinary clinical/research| chicken; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| chicken; isolate name alias=CFSAN049817,C-B-10-2-2-M-1; isolate_name_alias=CFSAN049817,C-B-10-2-2-M-1; isolation source=chicken feces; isolation_source=chicken feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:FOODON_03411457| feces:UBERON_0001988| gallus gallus:NCBITAXON_9031; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5571		GCA_002228305.1	GCA_002228305.1	B1
GCA_000704825.1	185571	GCA_000704825.1[Assembly Accession]	GCF_000704825.1	SAMN02680205	SAMN02680205	2680205	Tanzania	stool	Homo sapiens	Unknown	Unknown	08-Jul-09	3-020-07_S4_C3	Unknown	PCOLI_3-020-07S4C3	Escherichia coli 3-020-07_S4_C3	Escherichia coli 3-020-07 S4 C3	collection date=08-Jul-2009; collection-date=08-Jul-2009; collection_date=08-Jul-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=3-020-07_S4_C3		GCA_000704825.1	GCA_000704825.1	B1
GCA_003008735.1	1635071	GCA_003008735.1[Assembly Accession]	GCF_003008735.1	SAMN07983323	SAMN07983323	7983323	China:Guangzhou	Unknown	chicken	Unknown	Unknown	2012	GZC12-1	Unknown	GZC12-1	Escherichia coli	Microbe sample from Escherichia coli	collection date=2012; collection_date=2012; geo_loc_name=China:Guangzhou; geographic location=China:Guangzhou; host=chicken; sample type=individual chicken cloaca; sample_type=individual chicken cloaca; strain=GZC12-1		GCA_003008735.1	GCA_003008735.1	B1
GCA_001906295.1	920861	GCA_001906295.1[Assembly Accession]	GCF_001906295.1	SAMN04001704	SAMN04001704	4001704	Bangladesh	stool	Homo sapiens	diarrhea	Unknown	Unknown	603122	Unknown	603122	Shigella boydii	Pathogen: clinical or host-associated sample from Shigella boydii	collected by=Global Enteric Multicenter Study (GEMS); collected_by=Global Enteric Multicenter Study (GEMS); collection date=Unknown; collection_date=Unknown; geo_loc_name=Bangladesh; geographic location=Bangladesh; host=Homo sapiens; host disease=diarrhea; host_disease=diarrhea; isolation source=stool; isolation_source=stool; lat_lon=23.42 N 90.21 E; latitude and longitude=23.42 N 90.21 E; strain=603122		GCA_001906295.1	GCA_001906295.1	B1
GCA_001906435.1	920931	GCA_001906435.1[Assembly Accession]	GCF_001906435.1	SAMN04001713	SAMN04001713	4001713	Bangladesh	stool	Homo sapiens	diarrhea	Unknown	Unknown	102265	Unknown	102265	Shigella boydii	Pathogen: clinical or host-associated sample from Shigella boydii	collected by=Global Enteric Multicenter Study (GEMS); collected_by=Global Enteric Multicenter Study (GEMS); collection date=Unknown; collection_date=Unknown; geo_loc_name=Bangladesh; geographic location=Bangladesh; host=Homo sapiens; host disease=diarrhea; host_disease=diarrhea; isolation source=stool; isolation_source=stool; lat_lon=23.42 N 90.21 E; latitude and longitude=23.42 N 90.21 E; strain=102265		GCA_001906435.1	GCA_001906435.1	B1
GCA_002174725.1	1121841	GCA_002174725.1[Assembly Accession]	GCF_002174725.1	SAMN06920479	SAMN06920479	6920479	India: Vellore	stool	Homo sapiens	Diarrhea	Unknown	2014	FC1846	Unknown	FC1846	Shigella flexneri	Pathogen: clinical or host-associated sample from Shigella flexneri	collected by=Christian Medical College; collected_by=Christian Medical College; collection date=2014; collection_date=2014; geo_loc_name=India: Vellore; geographic location=India: Vellore; host=Homo sapiens; host disease=Diarrhea; host_disease=Diarrhea; isolation source=stool; isolation_source=stool; lat_lon=12.9165 N 79.1325 E; latitude and longitude=12.9165 N 79.1325 E; strain=FC1846		GCA_002174725.1	GCA_002174725.1	B1
GCA_000797735.1	232501	GCA_000797735.1[Assembly Accession]	GCF_000797735.1	SAMN03177617	SAMN03177617	3177617	USA	farm	Unknown	Unknown	Unknown	16/12/2011	CVM N33552PS	Unknown	CVM_N33552PS	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	collected by=Unknown; collected_by=Unknown; collection date=2011-12-16; collection_date=2011-12-16; geo_loc_name=USA; geographic location=USA; isolation source=farm; isolation_source=farm; lat_lon=Unknown; latitude and longitude=Unknown; strain=CVM N33552PS		GCA_000797735.1	GCA_000797735.1	B1
GCA_003017805.1	1650941	GCA_003017805.1[Assembly Accession]	GCF_003017805.1	SAMN08579560	SAMN08579560	8579560	USA	Unknown	Homo sapiens	Unknown	Unknown	2013-10	2013C-4830	Unknown	2013C-4830	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=Unknown; collected_by=Unknown; collection date=2013-10; collection_date=2013-10; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; isolation source=Unknown; isolation_source=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; pathotype=STEC; serotype=O165:H25; strain=2013C-4830		GCA_003017805.1	GCA_003017805.1	B1
GCA_001420935.1	571841	GCA_001420935.1[Assembly Accession]	GCF_001420935.1	SAMN03952643	SAMN03952643	3952643	USA	Unknown	Homo sapiens	Unknown	Unknown	2012	2012C-4227	Unknown	2012C-4227	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=CDC; collected_by=CDC; collection date=2012; collection_date=2012; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; isolation source=Unknown; isolation_source=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; serotype=O165:H25; strain=2012C-4227		GCA_001420935.1	GCA_001420935.1	B1
GCA_002461615.1	1279971	GCA_002461615.1[Assembly Accession]	GCF_002461615.1	SAMN05591679	SAMN05591679	5591679	Unknown	feces	Homo sapiens	Unknown	Unknown	1981	MOD1-EC1397	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1981; collection_date=1981; food product origin geographic location=Unknown; food_origin=Unknown; geo_loc_name=Unknown; geographic location=Unknown; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054250, LT-82; isolate_name_alias=CFSAN054250, LT-82; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Michigan State University; sequenced_by=Michigan State University; source type=human; source_type=human; strain=MOD1-EC1397		GCA_002461615.1	GCA_002461615.1	B1
GCA_001907565.1	921521	GCA_001907565.1[Assembly Accession]	GCF_001907565.1	SAMN04457280	SAMN04457280	4457280	Zaire	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ATM461	Unknown	ATM461	Escherichia coli	Microbe sample from Escherichia coli	collection date=Unknown; collection_date=Unknown; geo_loc_name=Zaire; geographic location=Zaire; host=Homo sapiens; sample type=culture; sample_type=culture; serotype=O143:H26; strain=ATM461		GCA_001907565.1	GCA_001907565.1	B1
GCA_001907535.1	921501	GCA_001907535.1[Assembly Accession]	GCF_001907535.1	SAMN04457279	SAMN04457279	4457279	USA:Kentucky	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ATM460	Unknown	ATM460	Escherichia coli	Microbe sample from Escherichia coli	collection date=Unknown; collection_date=Unknown; geo_loc_name=USA:Kentucky; geographic location=USA:Kentucky; host=Homo sapiens; sample type=culture; sample_type=culture; serotype=O143:H26; strain=ATM460		GCA_001907535.1	GCA_001907535.1	B1
GCA_002100055.1	1075211	GCA_002100055.1[Assembly Accession]	GCF_002100055.1	SAMN05789725	SAMN05789725	5789725	USA:FL	feces (Bos taurus)	Bos taurus	Unknown	Unknown	05/02/2016	KCJK1478	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2016-02-05; collection_date=2016-02-05; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN055620; isolate_name_alias=CFSAN055620; isolation source=feces (Bos taurus); isolation_source=feces (Bos taurus); lat_lon=Unknown; latitude and longitude=Unknown; ontological term=bos taurus:ncbitaxon_9913| feces:uberon_0001988; source type=animal; source_type=animal; strain=KCJK1478		GCA_002100055.1	GCA_002100055.1	B1
GCA_002100045.1	1075201	GCA_002100045.1[Assembly Accession]	GCF_002100045.1	SAMN05789726	SAMN05789726	5789726	USA:FL	feces (Bos taurus)	Bos taurus	Unknown	Unknown	05/02/2016	KCJK1477	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2016-02-05; collection_date=2016-02-05; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN055619; isolate_name_alias=CFSAN055619; isolation source=feces (Bos taurus); isolation_source=feces (Bos taurus); lat_lon=Unknown; latitude and longitude=Unknown; ontological term=bos taurus:ncbitaxon_9913| feces:uberon_0001988; source type=animal; source_type=animal; strain=KCJK1477		GCA_002100045.1	GCA_002100045.1	B1
GCA_002537345.1	1321051	GCA_002537345.1[Assembly Accession]	GCF_002537345.1	SAMN05439564	SAMN05439564	5439564	USA	large intestine	Homo sapiens	Unknown	Unknown	23/05/2012	MOD1-EC6131	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2012-05-23; collection_date=2012-05-23; food product origin geographic location=USA:MA; food_origin=USA:MA; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN044368, KM-D; isolate_name_alias=CFSAN044368, KM-D; isolation source=large intestine; isolation_source=large intestine; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=large intestine:uberon_0000059; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6131		GCA_002537345.1	GCA_002537345.1	B1
